epoch,step,min,max,mean,std
1,10000,-1.5827076435089111,1.8951910734176636,-0.005930330604314804,0.8486434817314148
2,20000,-5.436995506286621,2.533493995666504,-0.30930399894714355,2.0682904720306396
3,30000,-2.9042105674743652,1.8207697868347168,-0.13453109562397003,0.8435189127922058
4,40000,-2.4080748558044434,1.63798189163208,-0.18525099754333496,0.804265022277832
5,50000,-2.6596152782440186,1.559282898902893,-0.19418159127235413,0.8817287087440491
6,60000,-0.6929481029510498,0.447510302066803,-0.006820552051067352,0.18015190958976746
7,70000,-7.705687522888184,5.112033367156982,-0.5686954259872437,2.3642098903656006
8,80000,-2.0684566497802734,1.3618838787078857,-0.15081718564033508,0.5792961716651917
9,90000,-3.5225284099578857,1.9649807214736938,-0.21192383766174316,0.9951244592666626
10,100000,-2.0891759395599365,4.0186767578125,-0.04569106176495552,1.0955976247787476
